PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,0.0,Yes,100,1.0,66208.8,58799.72,7409.080000000002,11.19,0.0,100.0
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,100,12.0,26671.26,22946.420000000002,3724.8399999999965,13.97,3.59,96.41
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,100,8.0,32172.699999999997,28262.120000000003,3910.5799999999945,12.15,2.57,97.43
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,100,1.0,41059.85,39384.65,1675.199999999997,4.08,16.16,83.84
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,100,2.0,30239.68,28171.4,2068.279999999999,6.84,16.55,83.45
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,0.0,Yes,100,14.0,159352.78,138923.69999999998,20429.080000000016,12.82,0.0,100.0
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,0.0,Yes,100,3.0,11952.480000000001,10434.0,1518.4800000000014,12.7,0.0,100.0
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,100,12.0,78127.8,71508.0,6619.800000000003,8.47,3.5,96.5
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,100,4.0,50274.0,45586.799999999996,4687.200000000004,9.32,3.51,96.49
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,0.0,No,100,8.0,18426.24,17045.28,1380.9600000000028,7.49,0.0,100.0
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,100,,104494.40999999999,102935.73,1558.679999999993,1.49,2.39,97.61
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,100,17.0,10940.92,9618.24,1322.6800000000003,12.09,2.33,97.67
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,100,1.0,25132.5,22446.0,2686.5,10.69,2.0,98.0
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,100,16.0,39943.200000000004,35430.72,4512.480000000003,11.3,5.51,94.49
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,100,14.0,15263.5,13229.51,2033.9899999999998,13.33,2.04,97.96
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,100,16.0,32199.230000000003,28080.149999999998,4119.080000000005,12.79,6.38,93.62
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,0.0,Yes,100,15.0,173217.9,163878.0,9339.899999999994,5.39,0.0,100.0
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,100,3.0,100754.67,97302.57,3452.0999999999913,3.43,3.11,96.89
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,100,5.0,38860.47,36824.04,2036.4300000000003,5.24,15.03,84.97
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,0.0,Yes,100,9.0,20775.17,17776.59,2998.579999999998,14.43,0.0,100.0
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,0.0,Yes,100,19.0,105172.31000000001,101708.15000000001,3464.1600000000035,3.29,0.0,100.0
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,100,11.0,53400.6,47836.8,5563.799999999996,10.42,2.07,97.93
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,100,20.0,26072.640000000003,22492.8,3579.840000000004,13.73,3.6,96.4
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,0.0,Yes,100,15.0,64200.15,56798.909999999996,7401.240000000005,11.53,0.0,100.0
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,0.0,Yes,100,14.0,12324.98,11089.78,1235.199999999999,10.02,0.0,100.0
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,100,4.0,56995.96000000001,52541.299999999996,4454.660000000011,7.82,10.94,89.06
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,100,18.0,31493.28,29760.64,1732.6399999999994,5.5,2.9,97.1
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,100,7.0,106437.24,94347.54,12089.700000000012,11.36,2.59,97.41
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,100,8.0,6709.48,6633.96,75.51999999999953,1.13,4.66,95.34
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,100,15.0,36332.03,31043.81,5288.2199999999975,14.56,4.43,95.57
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,100,4.0,12778.83,11583.539999999999,1195.2900000000009,9.35,5.65,94.35
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,100,11.0,119064.06000000001,108740.34,10323.720000000016,8.67,13.92,86.08
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,0.0,Yes,100,12.0,141084.44,134704.19999999998,6380.24000000002,4.52,0.0,100.0
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,100,,43702.76,38675.95,5026.810000000005,11.5,5.78,94.22
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,0.0,No,100,16.0,37137.84,33967.14,3170.699999999997,8.54,0.0,100.0
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,100,3.0,96896.04000000001,93271.6,3624.4400000000023,3.74,14.54,85.46000000000001
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,100,4.0,20995.4,18256.28,2739.1200000000026,13.05,1.99,98.01
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,100,12.0,119068.29,101401.73999999999,17666.550000000003,14.84,9.65,90.35
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,100,18.0,85108.31999999999,82241.28,2867.0399999999936,3.37,10.54,89.46000000000001
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,100,18.0,8694.56,8586.76,107.79999999999927,1.24,3.06,96.94
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,100,4.0,64944.99,56385.78,8559.21,13.18,2.38,97.62
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,0.0,Yes,100,14.0,34237.5,33050.600000000006,1186.8999999999942,3.47,0.0,100.0
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,100,2.0,151657.84,136814.96,14842.880000000005,9.79,2.07,97.93
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,0.0,Yes,100,,105629.4,99098.55,6530.849999999991,6.18,0.0,100.0
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,100,12.0,18453.399999999998,17350.5,1102.8999999999978,5.98,15.61,84.39
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,100,17.0,92078.70000000001,85770.6,6308.100000000006,6.85,15.24,84.76
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,100,16.0,81281.85,72031.65,9250.200000000012,11.38,3.09,96.91
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,100,4.0,36060.0,34752.0,1308.0,3.63,15.83,84.17
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,100,18.0,38808.36,33103.98,5704.379999999997,14.7,1.29,98.71
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,100,9.0,63392.43,54458.73,8933.699999999997,14.09,2.39,97.61
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,100,14.0,15504.3,15138.6,365.6999999999989,2.36,11.16,88.84
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,100,20.0,192682.08000000002,175736.28,16945.800000000017,8.79,1.94,98.06
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,100,18.0,34885.26,30281.219999999998,4604.0400000000045,13.2,14.18,85.82
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,100,9.0,8832.0,8626.0,206.0,2.33,10.5,89.5
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,0.0,Yes,100,9.0,33866.880000000005,32721.12,1145.7600000000057,3.38,0.0,100.0
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,100,10.0,119496.36,107116.23,12380.130000000005,10.36,3.14,96.86
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,0.0,Yes,100,,123016.2,105300.52,17715.679999999993,14.4,0.0,100.0
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,0.0,Yes,100,6.0,19818.24,18124.08,1694.1599999999999,8.55,0.0,100.0
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,100,19.0,181936.48,158918.87,23017.610000000015,12.65,2.12,97.88
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,100,3.0,16956.98,15775.82,1181.1599999999999,6.97,10.88,89.12
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,100,1.0,9807.849999999999,9464.2,343.6499999999978,3.5,7.85,92.15
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,100,17.0,26637.34,24113.59,2523.75,9.47,3.71,96.29
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,100,14.0,35529.78,30349.02,5180.759999999998,14.58,15.2,84.8
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,100,6.0,140515.9,132883.1,7632.799999999988,5.43,4.44,95.56
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,100,11.0,12713.1,11113.5,1599.6000000000004,12.58,1.72,98.28
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,100,19.0,3250.7400000000002,2861.1,389.6400000000003,11.99,0.0,100.0
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,100,2.0,77354.42,67780.90000000001,9573.51999999999,12.38,5.81,94.19
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,0.0,Yes,100,20.0,130388.12999999999,115943.40000000001,14444.729999999981,11.08,0.0,100.0
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,100,3.0,12604.800000000001,12274.529999999999,330.27000000000226,2.62,3.63,96.37
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,100,14.0,160666.5,137344.5,23322.0,14.52,1.39,98.61
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,100,15.0,11069.1,10366.3,702.8000000000011,6.35,9.96,90.03999999999999
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,100,7.0,100443.9,88833.3,11610.599999999991,11.56,5.5,94.5
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,0.0,Yes,100,4.0,28457.64,25362.81,3094.829999999998,10.88,0.0,100.0
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,100,4.0,51114.56,46390.4,4724.159999999996,9.24,8.83,91.17
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,0.0,Yes,100,19.0,4789.0599999999995,4439.9,349.15999999999985,7.29,0.0,100.0
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,100,10.0,30677.94,26342.02,4335.919999999998,14.13,8.88,91.12
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,0.0,No,100,13.0,38593.96,34316.16,4277.799999999996,11.08,0.0,100.0
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,100,,142890.0,124201.71999999999,18688.280000000013,13.08,1.39,98.61
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,100,7.0,70532.1,61925.350000000006,8606.75,12.2,4.51,95.49
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,100,7.0,17661.04,17198.44,462.6000000000022,2.62,8.56,91.44
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,100,9.0,88108.72,81378.36,6730.360000000001,7.64,2.57,97.43
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,100,4.0,29055.420000000002,27261.54,1793.880000000001,6.17,11.26,88.74
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,100,14.0,6795.81,6540.54,255.27000000000044,3.76,1.49,98.51
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,100,13.0,4594.83,4416.64,178.1899999999996,3.88,9.71,90.28999999999999
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,0.0,Yes,100,8.0,32688.199999999997,32318.37,369.8299999999981,1.13,0.0,100.0
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,100,12.0,163425.59999999998,156808.26,6617.339999999967,4.05,4.87,95.13
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,0.0,Yes,100,2.0,131418.41999999998,118304.48,13113.939999999988,9.98,0.0,100.0
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,0.0,No,100,15.0,31507.579999999998,29185.47,2322.109999999997,7.37,0.0,100.0
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,100,,34115.04,31310.28,2804.760000000002,8.22,2.83,97.17
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,100,19.0,171447.06,167643.54,3803.5199999999895,2.22,3.06,96.94
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,100,13.0,37130.91,34174.770000000004,2956.1399999999994,7.96,3.75,96.25
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,100,14.0,96173.34999999999,86979.1,9194.249999999985,9.56,1.74,98.26
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,100,13.0,9091.26,7956.0,1135.2600000000002,12.49,1.96,98.04
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,100,11.0,136444.0,122064.25,14379.75,10.54,15.17,84.83
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,0.0,No,100,20.0,3929.9100000000003,3460.2599999999998,469.65000000000055,11.95,0.0,100.0
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,0.0,Yes,100,12.0,120796.0,117819.0,2977.0,2.46,0.0,100.0
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,0.0,Yes,100,4.0,122386.8,117374.25,5012.550000000003,4.1,0.0,100.0
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,100,19.0,37766.04,32410.82,5355.220000000001,14.18,2.68,97.32
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,100,3.0,121948.48,120588.0,1360.479999999996,1.12,2.46,97.54
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,100,10.0,13766.96,12722.08,1044.8799999999992,7.59,2.7,97.3
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,100,8.0,16513.5,15808.52,704.9799999999996,4.27,18.32,81.68
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,100,6.0,50013.24,49510.4,502.8399999999965,1.01,4.03,95.97
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,100,4.0,62556.479999999996,61699.409999999996,857.0699999999997,1.37,2.08,97.92
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,0.0,Yes,100,7.0,141196.99,121999.24,19197.749999999985,13.6,0.0,100.0
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,100,,45321.03,42688.35,2632.6800000000003,5.81,14.89,85.11
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,100,5.0,30112.47,26718.480000000003,3393.989999999998,11.27,17.31,82.69
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,100,5.0,174092.94,167866.44,6226.5,3.58,9.89,90.11
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,100,6.0,82483.7,80706.86,1776.8399999999965,2.15,5.28,94.72
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,100,3.0,63443.88,54421.08,9022.799999999996,14.22,2.02,97.98
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,100,16.0,39463.93,39051.54,412.3899999999994,1.04,15.9,84.1
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,100,19.0,101706.59999999999,89574.24,12132.359999999986,11.93,13.82,86.18
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,100,15.0,156719.9,151791.16,4928.739999999991,3.14,9.18,90.82
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,100,19.0,4655.700000000001,4477.2,178.5000000000009,3.83,4.76,95.24
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,100,20.0,168870.47999999998,151927.22999999998,16943.25,10.03,13.13,86.87
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,100,11.0,77673.0,75148.5,2524.5,3.25,2.82,97.18
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,100,3.0,26735.07,25890.24,844.8299999999981,3.16,2.91,97.09
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,100,10.0,87898.5,76882.5,11016.0,12.53,5.26,94.74
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,100,19.0,44279.35,41312.4,2966.949999999997,6.7,9.6,90.4
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,100,17.0,32818.5,31605.210000000003,1213.2899999999972,3.7,2.87,97.13
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,100,15.0,65871.29000000001,62417.659999999996,3453.630000000012,5.24,2.03,97.97
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,100,2.0,175733.25,171854.32,3878.929999999993,2.21,5.49,94.51
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,100,10.0,16481.25,14078.65,2402.6000000000004,14.58,10.31,89.69
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,0.0,Yes,100,3.0,50276.96,47667.68,2609.279999999999,5.19,0.0,100.0
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,100,17.0,58404.08,57389.68,1014.4000000000015,1.74,9.7,90.3
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,100,19.0,26658.0,24763.5,1894.5,7.11,15.11,84.89
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,100,2.0,70643.17,65613.47,5029.699999999997,7.12,5.52,94.48
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,100,19.0,48719.299999999996,42691.6,6027.699999999997,12.37,4.61,95.39
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,100,11.0,31749.96,31381.46,368.5,1.16,2.85,97.15
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,100,17.0,39070.840000000004,38032.479999999996,1038.3600000000079,2.66,1.38,98.62
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,100,2.0,50902.8,46776.36,4126.440000000002,8.11,2.69,97.31
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,100,11.0,62357.28,55706.88,6650.4000000000015,10.66,4.4,95.6
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,100,,26847.87,24662.88,2184.989999999998,8.14,15.61,84.39
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,100,6.0,36286.88,31305.760000000002,4981.119999999995,13.73,5.8,94.2
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,100,15.0,29466.45,26006.25,3460.2000000000007,11.74,4.84,95.16
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,100,,44919.78,39558.49,5361.290000000001,11.94,2.25,97.75
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,100,20.0,88962.72,82182.45,6780.270000000004,7.62,9.18,90.82
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,100,12.0,8756.550000000001,7443.72,1312.8300000000008,14.99,1.15,98.85
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,100,,13258.080000000002,12973.5,284.58000000000175,2.15,10.04,89.96000000000001
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,100,11.0,95785.18,84123.0,11662.179999999993,12.18,16.48,83.52
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,100,2.0,44633.16,38751.840000000004,5881.32,13.18,16.18,83.82
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,100,11.0,5444.66,5176.81,267.84999999999945,4.92,3.08,96.92
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,100,4.0,130835.24,128043.25,2791.9900000000052,2.13,2.76,97.24
PO-00434,Epsilon_Group,2022-03-19,2022-04-01,MRO,Partially Delivered,1356,26.28,25.44,47.0,Yes,100,13.0,35635.68,34496.64,1139.0400000000009,3.2,3.47,96.53
PO-00435,Delta_Logistics,2023-12-09,2023-12-29,Raw Materials,Delivered,76,107.59,96.33,10.0,Yes,100,20.0,8176.84,7321.08,855.7600000000002,10.47,13.16,86.84
PO-00436,Alpha_Inc,2022-06-02,2022-06-13,Packaging,Partially Delivered,275,23.96,20.44,0.0,Yes,100,11.0,6589.0,5621.0,968.0,14.69,0.0,100.0
PO-00437,Alpha_Inc,2023-07-13,2023-07-18,Packaging,Delivered,1350,51.57,48.07,0.0,Yes,100,5.0,69619.5,64894.5,4725.0,6.79,0.0,100.0
