PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,data_quality_score,lead_time_days,total_original_value,total_negotiated_value,cost_savings,savings_percentage,defect_rate,quality_score,order_year,order_month,order_quarter,order_day_of_week,order_day_of_month,order_week_of_year,order_month_name,order_day_name,order_season,order_is_weekend,order_is_month_end,order_is_quarter_end,lead_time_category,lead_time_vs_median,is_fast_delivery,is_slow_delivery,supplier_total_orders,supplier_total_quantity,supplier_avg_order_quantity,supplier_total_spend,supplier_avg_order_value,supplier_avg_lead_time,supplier_lead_time_consistency,supplier_avg_defect_rate,supplier_quality_consistency,supplier_avg_savings_rate,supplier_savings_consistency,supplier_delivery_score,supplier_quality_score,supplier_overall_score,supplier_tier,price_change_absolute,price_change_ratio,negotiation_effectiveness,order_size_category,is_high_value_order,defect_severity,is_perfect_order,compliance_score,delivery_risk,quality_risk,compliance_risk,composite_risk_score,risk_level
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,100,15.0,11069.1,10366.3,702.8000000000011,6.35,9.96,90.03999999999999,2023,10,4,0,23,43,October,Monday,Fall,False,False,False,Extended,4.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.4000000000000021,0.9365079365079364,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,100,7.0,100443.9,88833.3,11610.599999999991,11.56,5.5,94.5,2022,11,4,4,4,44,November,Friday,Fall,False,False,False,Express,-4.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,10.459999999999994,0.8844071168084872,Successful,Large,False,Poor,False,,0,1,0,1,Medium
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,0.0,Yes,100,4.0,28457.64,25362.81,3094.829999999998,10.88,0.0,100.0,2023,4,2,4,14,15,April,Friday,Spring,False,False,False,Express,-7.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.509999999999998,0.8912478336221837,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,100,4.0,51114.56,46390.4,4724.159999999996,9.24,8.83,91.17,2022,11,4,6,20,46,November,Sunday,Fall,True,False,False,Express,-7.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,4.439999999999998,0.9075770191507078,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,0.0,Yes,100,19.0,4789.0599999999995,4439.9,349.15999999999985,7.29,0.0,100.0,2022,3,1,2,16,11,March,Wednesday,Spring,False,False,True,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,6.019999999999996,0.9270921642242946,Successful,Small,False,,True,,0,0,0,0,Low
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,100,10.0,30677.94,26342.02,4335.919999999998,14.13,8.88,91.12,2022,1,1,0,10,2,January,Monday,Winter,False,False,False,Standard,-1.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.3199999999999967,0.8586632609621117,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,0.0,No,100,13.0,38593.96,34316.16,4277.799999999996,11.08,0.0,100.0,2023,4,2,5,15,15,April,Saturday,Spring,True,False,False,Standard,2.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,3.6499999999999986,0.8891588217430915,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,100,,142890.0,124201.72,18688.280000000013,13.08,1.39,98.61,2023,9,3,4,29,39,September,Friday,Fall,False,True,True,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,10.790000000000006,0.8692121212121211,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,100,7.0,70532.1,61925.350000000006,8606.75,12.2,4.51,95.49,2023,7,3,0,31,31,July,Monday,Summer,False,True,False,Express,-4.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,9.950000000000003,0.8779740004905567,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,100,7.0,17661.04,17198.44,462.6000000000022,2.62,8.56,91.44,2022,4,2,2,13,15,April,Wednesday,Spring,False,False,False,Express,-4.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.7999999999999972,0.9738067520372526,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,100,9.0,88108.72,81378.36,6730.360000000001,7.64,2.57,97.43,2022,3,1,3,17,11,March,Thursday,Spring,False,False,True,Standard,-2.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,5.590000000000003,0.9236130090188576,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,100,4.0,29055.42,27261.54,1793.880000000001,6.17,11.26,88.74,2023,7,3,2,5,27,July,Wednesday,Summer,False,False,False,Express,-7.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.960000000000001,0.9382600561272217,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,100,14.0,6795.81,6540.54,255.27000000000044,3.76,1.49,98.51,2022,8,3,6,7,31,August,Sunday,Summer,True,False,False,Standard,3.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.2700000000000031,0.9624371487725524,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,100,13.0,4594.83,4416.64,178.1899999999996,3.88,9.71,90.29,2023,6,2,5,3,22,June,Saturday,Summer,True,False,True,Standard,2.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,1.7299999999999969,0.9612194575207353,Successful,Small,False,Poor,False,,0,1,0,1,Medium
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,0.0,Yes,100,8.0,32688.199999999997,32318.37,369.8299999999981,1.13,0.0,100.0,2022,9,3,3,29,39,September,Thursday,Fall,False,True,True,Standard,-3.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,0.3099999999999987,0.9886861313868613,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,100,12.0,163425.59999999998,156808.26,6617.339999999967,4.05,4.87,95.13,2022,5,2,0,16,20,May,Monday,Spring,False,False,False,Standard,1.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,3.789999999999992,0.959508547008547,Successful,Large,True,Good,False,,0,0,0,0,Low
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,0.0,Yes,100,2.0,131418.41999999998,118304.48,13113.939999999988,9.98,0.0,100.0,2022,12,4,5,24,51,December,Saturday,Winter,True,False,True,Express,-9.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,6.579999999999998,0.9002123142250531,Successful,Large,False,,True,,0,0,0,0,Low
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,0.0,No,100,15.0,31507.58,29185.47,2322.109999999997,7.37,0.0,100.0,2022,3,1,5,12,10,March,Saturday,Spring,True,False,True,Extended,4.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.4299999999999997,0.926299957026214,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,100,,34115.04,31310.28,2804.760000000002,8.22,2.83,97.17,2022,9,3,3,8,36,September,Thursday,Fall,False,False,True,,,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,4.410000000000004,0.9177852348993288,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,100,19.0,171447.06,167643.54,3803.5199999999895,2.22,3.06,96.94,2023,1,1,5,14,2,January,Saturday,Winter,True,False,False,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,2.239999999999995,0.9778151926314748,Successful,Large,True,Good,False,,0,0,0,0,Low
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,100,13.0,37130.91,34174.770000000004,2956.1399999999994,7.96,3.75,96.25,2022,10,4,2,19,42,October,Wednesday,Fall,False,False,False,Standard,2.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,1.9800000000000004,0.9203860072376356,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,100,14.0,96173.35,86979.1,9194.249999999984,9.56,1.74,98.26,2022,6,2,5,11,23,June,Saturday,Summer,True,False,True,Standard,3.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,6.149999999999999,0.9043991916679621,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,100,13.0,9091.26,7956.0,1135.2600000000002,12.49,1.96,98.04,2023,3,1,5,25,12,March,Saturday,Spring,True,False,True,Standard,2.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,7.420000000000002,0.8751262201279031,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,100,11.0,136444.0,122064.25,14379.75,10.54,15.17,84.83,2023,7,3,1,11,28,July,Tuesday,Summer,False,False,False,Standard,0.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,7.469999999999999,0.8946106094808126,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,0.0,No,100,20.0,3929.91,3460.26,469.65000000000055,11.95,0.0,100.0,2023,12,4,4,22,51,December,Friday,Winter,False,False,True,Extended,9.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.5500000000000007,0.8804934464148033,Successful,Small,False,,True,,1,0,0,1,Medium
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,0.0,Yes,100,12.0,120796.0,117819.0,2977.0,2.46,0.0,100.0,2022,11,4,6,6,44,November,Sunday,Fall,True,False,False,Standard,1.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.2900000000000063,0.9753551442100731,Successful,Large,False,,True,,0,0,0,0,Low
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,0.0,Yes,100,4.0,122386.8,117374.25,5012.550000000003,4.1,0.0,100.0,2023,9,3,1,19,38,September,Tuesday,Fall,False,False,True,Express,-7.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,4.230000000000004,0.9590433772269558,Successful,Large,False,,True,,0,0,0,0,Low
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,100,19.0,37766.04,32410.82,5355.220000000001,14.18,2.68,97.32,2023,11,4,2,1,44,November,Wednesday,Fall,False,False,False,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,9.580000000000005,0.8582001184132622,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,100,3.0,121948.48,120588.0,1360.479999999996,1.12,2.46,97.54,2023,6,2,0,26,26,June,Monday,Summer,False,False,True,Express,-8.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,0.8799999999999955,0.988843813387424,Successful,Large,False,Good,False,,0,0,0,0,Low
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,100,10.0,13766.96,12722.08,1044.8799999999992,7.59,2.7,97.3,2022,1,1,6,9,1,January,Sunday,Winter,True,False,False,Standard,-1.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,7.060000000000002,0.9241023435820254,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,100,8.0,16513.5,15808.52,704.9799999999996,4.27,18.32,81.68,2023,11,4,2,15,46,November,Wednesday,Fall,False,False,False,Standard,-3.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,3.489999999999995,0.9573088685015291,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,100,6.0,50013.24,49510.4,502.8399999999965,1.01,4.03,95.97,2023,7,3,5,22,29,July,Saturday,Summer,True,False,False,Express,-5.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,0.259999999999998,0.9899458623356536,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,100,4.0,62556.48,61699.41,857.0699999999997,1.37,2.08,97.92,2022,11,4,3,3,44,November,Thursday,Fall,False,False,False,Express,-7.0,True,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,0.8900000000000006,0.9862992610837439,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,0.0,Yes,100,7.0,141196.99,121999.24,19197.749999999985,13.6,0.0,100.0,2023,11,4,5,11,45,November,Saturday,Fall,True,False,False,Express,-4.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,9.749999999999993,0.8640356993445825,Successful,Large,False,,True,,0,0,0,0,Low
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,100,,45321.03,42688.35,2632.6800000000003,5.81,14.89,85.11,2022,4,2,6,17,15,April,Sunday,Spring,True,False,False,,,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.8400000000000034,0.9419104111270198,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,100,5.0,30112.47,26718.480000000003,3393.989999999998,11.27,17.31,82.69,2022,5,2,2,18,20,May,Wednesday,Spring,False,False,False,Express,-6.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,8.769999999999996,0.8872895514715333,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,100,5.0,174092.94,167866.44,6226.5,3.58,9.89,90.11,2022,9,3,2,28,39,September,Wednesday,Fall,False,True,True,Express,-6.0,True,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.5,0.9642346208869814,Successful,Large,True,Poor,False,,0,1,0,1,Medium
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,100,6.0,82483.7,80706.86,1776.8399999999965,2.15,5.28,94.72,2022,4,2,4,29,17,April,Friday,Spring,False,True,False,Express,-5.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,2.0400000000000063,0.9784582893347412,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,100,3.0,63443.88,54421.08,9022.799999999996,14.22,2.02,97.98,2022,4,2,2,20,16,April,Wednesday,Spring,False,False,False,Express,-8.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,7.299999999999997,0.8577829729203196,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,100,16.0,39463.93,39051.54,412.3899999999994,1.04,15.9,84.1,2023,7,3,4,21,29,July,Friday,Summer,False,False,False,Extended,5.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,0.23000000000000043,0.9895502044525215,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,100,19.0,101706.6,89574.24,12132.359999999986,11.93,13.82,86.18,2022,6,2,3,9,23,June,Thursday,Summer,False,False,True,Extended,8.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,12.059999999999988,0.8807121661721069,Successful,Large,False,Critical,False,,0,1,0,1,Medium
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,100,15.0,156719.9,151791.16,4928.739999999991,3.14,9.18,90.82,2022,10,4,3,6,40,October,Thursday,Fall,False,False,False,Extended,4.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,2.809999999999988,0.9685506435366538,Successful,Large,True,Poor,False,,0,1,0,1,Medium
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,100,19.0,4655.700000000001,4477.2,178.5000000000009,3.83,4.76,95.24,2022,10,4,6,16,41,October,Sunday,Fall,True,False,False,Extended,8.0,False,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,0.8500000000000014,0.961659900766802,Successful,Small,False,Good,False,,0,0,0,0,Low
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,100,20.0,168870.47999999998,151927.22999999998,16943.25,10.03,13.13,86.87,2023,9,3,1,12,37,September,Tuesday,Fall,False,False,True,Extended,9.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,10.25,0.8996671887235709,Successful,Large,True,Critical,False,,1,1,0,2,High
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,100,11.0,77673.0,75148.5,2524.5,3.25,2.82,97.18,2022,8,3,3,4,31,August,Thursday,Summer,False,False,False,Standard,0.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.969999999999999,0.9674983585029547,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,100,3.0,26735.07,25890.24,844.8299999999981,3.16,2.91,97.09,2022,12,4,6,18,50,December,Sunday,Winter,True,False,True,Express,-8.0,True,False,166,180053,1084.657,9851156.06,59344.314,10.866,5.747,2.606,1.79,8.041,4.089,30.8,71.2,51.0,Poor,1.8900000000000006,0.9683999331215516,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,100,10.0,87898.5,76882.5,11016.0,12.53,5.26,94.74,2022,7,3,3,28,30,July,Thursday,Summer,False,True,False,Standard,-1.0,False,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,8.159999999999997,0.8746736292428199,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,100,19.0,44279.35,41312.4,2966.949999999997,6.7,9.6,90.4,2023,12,4,1,5,49,December,Tuesday,Winter,False,False,True,Extended,8.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,3.4299999999999997,0.9329947255323305,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,100,17.0,32818.5,31605.210000000003,1213.2899999999972,3.7,2.87,97.13,2023,10,4,3,12,41,October,Thursday,Fall,False,False,False,Extended,6.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,0.6099999999999994,0.963030303030303,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,100,15.0,65871.29000000001,62417.66,3453.630000000012,5.24,2.03,97.97,2022,9,3,2,28,39,September,Wednesday,Fall,False,True,True,Extended,4.0,False,False,141,150414,1066.766,7839712.25,55600.796,10.607,5.648,1.891,3.065,8.21,4.434,72.6,91.0,81.8,Good,2.190000000000005,0.9475700263346899,Successful,Medium,False,Good,False,,0,0,0,0,Low
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,100,2.0,175733.25,171854.32,3878.929999999993,2.21,5.49,94.51,2023,6,2,4,2,22,June,Friday,Summer,False,False,True,Express,-9.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,1.9699999999999989,0.9779271708683474,Successful,Large,True,Poor,False,,0,1,0,1,Medium
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,100,10.0,16481.25,14078.65,2402.6000000000004,14.58,10.31,89.69,2023,5,2,1,16,20,May,Tuesday,Spring,False,False,False,Standard,-1.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,1.6400000000000006,0.8542222222222222,Successful,Small,False,Critical,False,,0,1,0,1,Medium
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,0.0,Yes,100,3.0,50276.96,47667.68,2609.279999999999,5.19,0.0,100.0,2022,9,3,3,15,37,September,Thursday,Fall,False,False,True,Express,-8.0,True,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,2.1599999999999966,0.9481018740989909,Successful,Medium,False,,True,,0,0,0,0,Low
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,100,17.0,58404.08,57389.68,1014.4000000000016,1.74,9.7,90.3,2022,2,1,1,22,8,February,Tuesday,Winter,False,False,False,Extended,6.0,False,False,156,180516,1157.154,9858665.9,63196.576,11.273,5.692,8.272,3.834,7.828,4.219,10.1,32.1,21.1,Poor,0.8000000000000043,0.9826313504125054,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,100,19.0,26658.0,24763.5,1894.5,7.11,15.11,84.89,2022,4,2,1,5,14,April,Tuesday,Spring,False,False,False,Extended,8.0,False,False,171,181652,1062.292,9236240.47,54013.102,10.854,6.028,10.867,6.667,7.812,3.931,52.5,11.1,31.8,Poor,4.210000000000001,0.9289331532748143,Successful,Medium,False,Critical,False,,0,1,0,1,Medium
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,100,2.0,70643.17,65613.47,5029.699999999997,7.12,5.52,94.48,2023,10,4,3,12,41,October,Thursday,Fall,False,False,False,Express,-9.0,True,False,143,157916,1104.308,8587921.71,60055.397,10.192,5.493,4.498,1.759,7.985,4.093,90.9,51.4,71.2,Average,7.299999999999997,0.9288013264410416,Successful,Medium,False,Poor,False,,0,1,0,1,Medium
